Exported with PreSens Datamanager V2.0.0.57
Date;Time;User;SensorID;SensorName;delta_t;Unit;Value;Unit;Mode;Phase;Unit;Amplitude;Unit;Temp;Unit;patm;Unit;Salinity;Unit;Error;Cal0;Unit;T0;Unit;O2-2nd;Unit;Cal2nd;Unit;T2nd;Unit;CalPressure;Unit;f1;dPhi1;dkSv1;dPhi2;dkSv2;m;Cal Mode;SignalLEDCurrent;ReferenceLEDCurrent;ReferenceAmplitude;DeviceSerial;FwVersion;SensorType;BatchID;Calibration Date;Sensor lot;PreSens calibrated Sensor;Battery Voltage;Unit
31-Mar-2017;09:53:26;DAVID         ;69719     ;B_01;0.00;min;1.199;umol/l;humid;60.161;deg;21659;uV;17.147;°C;963.290;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39433;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.180;V;
31-Mar-2017;09:53:53;DAVID         ;69719     ;B_01;0.45;min;1.178;umol/l;humid;60.168;deg;20383;uV;17.152;°C;963.310;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39417;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.173;V;
31-Mar-2017;09:54:57;DAVID         ;69719     ;B_01;1.52;min;1.283;umol/l;humid;60.119;deg;20119;uV;17.269;°C;963.340;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39375;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.154;V;
31-Mar-2017;09:55:24;DAVID         ;69676     ;B_02;1.97;min;0.970;umol/l;humid;60.233;deg;21842;uV;17.266;°C;963.310;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39345;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.149;V;
31-Mar-2017;09:55:36;DAVID         ;69674     ;B_03;2.17;min;19.782;umol/l;humid;54.166;deg;19190;uV;17.307;°C;963.340;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39345;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.145;V;
31-Mar-2017;09:56:12;DAVID         ;69721     ;B_06;2.77;min;1.629;umol/l;humid;60.028;deg;27399;uV;16.916;°C;963.160;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39319;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.142;V;
31-Mar-2017;09:56:39;DAVID         ;69847     ;B_05;3.22;min;1.315;umol/l;humid;60.136;deg;18758;uV;16.965;°C;963.170;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39286;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.137;V;
31-Mar-2017;09:57:00;DAVID         ;69732     ;B_04;3.57;min;5.749;umol/l;humid;58.589;deg;23725;uV;16.953;°C;963.200;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39273;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.127;V;
31-Mar-2017;09:57:32;DAVID         ;92684     ;B_09;4.10;min;1.094;umol/l;humid;60.205;deg;25704;uV;16.999;°C;963.340;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39247;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.124;V;
31-Mar-2017;09:57:48;DAVID         ;92101     ;B_08;4.37;min;1.282;umol/l;humid;60.134;deg;20118;uV;17.045;°C;963.280;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39225;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.121;V;
31-Mar-2017;09:58:13;DAVID         ;69675     ;B_07;4.78;min;9.846;umol/l;humid;57.214;deg;21538;uV;17.095;°C;963.270;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39209;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.118;V;
31-Mar-2017;09:59:37;DAVID         ;92698     ;B_12;6.18;min;0.865;umol/l;humid;60.177;deg;23231;uV;18.219;°C;963.160;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39132;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.122;V;
31-Mar-2017;09:59:55;DAVID         ;92675     ;B_11;6.48;min;1.177;umol/l;humid;60.056;deg;17948;uV;18.280;°C;963.170;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39114;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.121;V;
31-Mar-2017;10:00:10;DAVID         ;92679     ;B_10;6.73;min;1.279;umol/l;humid;60.017;deg;24796;uV;18.294;°C;963.110;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39106;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.119;V;
31-Mar-2017;10:00:32;DAVID         ;92693     ;B_15;7.10;min;0.769;umol/l;humid;60.237;deg;26270;uV;17.946;°C;963.310;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39082;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.115;V;
31-Mar-2017;10:00:47;DAVID         ;92099     ;B_14;7.35;min;0.945;umol/l;humid;60.168;deg;22572;uV;17.991;°C;963.240;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39068;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.113;V;
31-Mar-2017;10:00:57;DAVID         ;92695     ;B_13;7.52;min;16.256;umol/l;humid;55.088;deg;28035;uV;18.007;°C;963.330;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39067;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.111;V;
31-Mar-2017;10:01:09;DAVID         ;92695     ;B_13;7.72;min;16.524;umol/l;humid;55.004;deg;29923;uV;18.026;°C;963.280;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39062;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.111;V;
31-Mar-2017;10:01:47;DAVID         ;92211     ;B_18;8.35;min;1.013;umol/l;humid;60.699;deg;32323;uV;11.891;°C;963.180;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39031;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.104;V;
31-Mar-2017;10:01:58;DAVID         ;92102     ;B_17;8.53;min;0.974;umol/l;humid;60.704;deg;28278;uV;11.966;°C;963.140;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39022;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.103;V;
31-Mar-2017;10:02:08;DAVID         ;92106     ;B_16;8.70;min;19.317;umol/l;humid;55.655;deg;16422;uV;12.015;°C;963.140;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39016;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.102;V;
31-Mar-2017;10:02:22;DAVID         ;92106     ;B_16;8.93;min;19.913;umol/l;humid;55.519;deg;21081;uV;11.969;°C;963.150;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39010;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.104;V;
31-Mar-2017;13:25:15;DAVID         ;92106     ;B_16;211.82;min;---;umol/l;humid;-1.065;deg;60;uV;11.969;°C;962.240;mbar;0.0;pmil;3;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;38791;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.147;V;
03-Apr-2017;10:11:38;DAVID         ;69719     ;B_01;4338.20;min;1.207;umol/l;humid;60.170;deg;22550;uV;17.019;°C;965.520;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39794;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.320;V;
03-Apr-2017;10:11:49;DAVID         ;69676     ;B_02;4338.38;min;1.005;umol/l;humid;60.239;deg;23237;uV;17.062;°C;965.520;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39789;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.315;V;
03-Apr-2017;10:12:05;DAVID         ;69674     ;B_03;4338.65;min;0.921;umol/l;humid;60.265;deg;20221;uV;17.110;°C;965.560;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39783;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.310;V;
03-Apr-2017;10:12:53;DAVID         ;69732     ;B_04;4339.45;min;1.775;umol/l;humid;59.949;deg;24429;uV;17.186;°C;965.410;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39766;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.300;V;
03-Apr-2017;10:13:06;DAVID         ;69847     ;B_05;4339.67;min;1.266;umol/l;humid;60.131;deg;19055;uV;17.206;°C;965.430;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39760;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.298;V;
03-Apr-2017;10:13:17;DAVID         ;69721     ;B_06;4339.85;min;6.454;umol/l;humid;58.312;deg;28466;uV;17.222;°C;965.400;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39759;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.293;V;
03-Apr-2017;10:13:44;DAVID         ;69675     ;B_07;4340.30;min;1.134;umol/l;humid;60.215;deg;23344;uV;16.818;°C;965.540;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39747;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.290;V;
03-Apr-2017;10:13:53;DAVID         ;92101     ;B_08;4340.45;min;1.409;umol/l;humid;60.102;deg;19757;uV;16.906;°C;965.580;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39741;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.286;V;
03-Apr-2017;10:14:04;DAVID         ;92684     ;B_09;4340.63;min;25.479;umol/l;humid;52.801;deg;22578;uV;16.935;°C;965.520;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39722;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.283;V;
03-Apr-2017;10:14:32;DAVID         ;92679     ;B_10;4341.10;min;1.280;umol/l;humid;60.018;deg;23587;uV;18.278;°C;965.400;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39714;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.281;V;
03-Apr-2017;10:14:44;DAVID         ;92675     ;B_11;4341.30;min;1.241;umol/l;humid;60.029;deg;16518;uV;18.314;°C;965.390;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39704;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.274;V;
03-Apr-2017;10:14:55;DAVID         ;92698     ;B_12;4341.48;min;5.243;umol/l;humid;58.584;deg;21649;uV;18.360;°C;965.440;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39697;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.273;V;
03-Apr-2017;10:15:24;DAVID         ;92693     ;B_15;4341.97;min;0.906;umol/l;humid;60.204;deg;24670;uV;17.755;°C;965.540;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39677;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.266;V;
03-Apr-2017;10:15:34;DAVID         ;92099     ;B_14;4342.13;min;0.967;umol/l;humid;60.174;deg;25904;uV;17.838;°C;965.530;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39671;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.262;V;
03-Apr-2017;10:15:45;DAVID         ;92695     ;B_13;4342.32;min;0.941;umol/l;humid;60.180;deg;26921;uV;17.876;°C;965.580;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39666;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.260;V;
03-Apr-2017;10:16:14;DAVID         ;92106     ;B_16;4342.80;min;13.884;umol/l;humid;56.969;deg;16094;uV;12.379;°C;965.390;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39632;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.257;V;
03-Apr-2017;10:16:25;DAVID         ;92102     ;B_17;4342.98;min;1.033;umol/l;humid;60.645;deg;27138;uV;12.417;°C;965.390;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39630;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.253;V;
03-Apr-2017;10:16:37;DAVID         ;92211     ;B_18;4343.18;min;7.249;umol/l;humid;58.790;deg;29418;uV;12.452;°C;965.420;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39620;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.252;V;
05-Apr-2017;09:24:46;DAVID         ;69674     ;B_03;7171.33;min;13.746;umol/l;humid;55.994;deg;19763;uV;17.083;°C;964.990;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39854;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.120;V;
05-Apr-2017;09:24:57;DAVID         ;69676     ;B_02;7171.52;min;1.016;umol/l;humid;60.229;deg;22449;uV;17.129;°C;965.010;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39854;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.112;V;
05-Apr-2017;09:25:08;DAVID         ;69719     ;B_01;7171.70;min;17.792;umol/l;humid;54.765;deg;19398;uV;17.192;°C;965.000;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39850;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.107;V;
05-Apr-2017;09:25:35;DAVID         ;69732     ;B_04;7172.15;min;7.881;umol/l;humid;57.863;deg;23357;uV;17.042;°C;964.900;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39844;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.104;V;
05-Apr-2017;09:25:47;DAVID         ;69721     ;B_06;7172.35;min;1.117;umol/l;humid;60.201;deg;28727;uV;17.033;°C;964.910;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39845;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.100;V;
05-Apr-2017;09:26:12;DAVID         ;69847     ;B_05;7172.77;min;21.657;umol/l;humid;53.698;deg;16927;uV;17.090;°C;964.900;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39828;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.095;V;
05-Apr-2017;09:26:38;DAVID         ;69675     ;B_07;7173.20;min;1.243;umol/l;humid;60.151;deg;21423;uV;17.080;°C;965.050;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39824;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.088;V;
05-Apr-2017;09:26:48;DAVID         ;92684     ;B_09;7173.37;min;1.238;umol/l;humid;60.141;deg;25754;uV;17.134;°C;965.000;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39814;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.087;V;
05-Apr-2017;09:27:01;DAVID         ;92101     ;B_08;7173.58;min;17.169;umol/l;humid;55.022;deg;18710;uV;17.130;°C;964.980;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39803;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.081;V;
05-Apr-2017;09:27:28;DAVID         ;92679     ;B_10;7174.03;min;11.667;umol/l;humid;56.414;deg;23168;uV;18.456;°C;964.890;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39789;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.077;V;
05-Apr-2017;09:27:38;DAVID         ;92698     ;B_12;7174.20;min;8.672;umol/l;humid;57.385;deg;21035;uV;18.520;°C;964.890;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39780;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.076;V;
05-Apr-2017;09:27:49;DAVID         ;92675     ;B_11;7174.38;min;33.928;umol/l;humid;50.209;deg;13072;uV;18.529;°C;964.890;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39779;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.070;V;
05-Apr-2017;09:28:11;DAVID         ;92693     ;B_15;7174.75;min;0.860;umol/l;humid;60.033;deg;24725;uV;19.837;°C;964.960;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39761;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.070;V;
05-Apr-2017;09:28:21;DAVID         ;92695     ;B_13;7174.92;min;1.022;umol/l;humid;59.966;deg;29323;uV;19.885;°C;964.980;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39752;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.069;V;
05-Apr-2017;09:28:30;DAVID         ;92099     ;B_14;7175.07;min;1.212;umol/l;humid;59.894;deg;21340;uV;19.864;°C;964.960;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39745;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.064;V;
05-Apr-2017;09:28:56;DAVID         ;92211     ;B_18;7175.50;min;1.044;umol/l;humid;60.653;deg;29600;uV;12.292;°C;964.840;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39732;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.068;V;
05-Apr-2017;09:29:05;DAVID         ;92102     ;B_17;7175.65;min;1.122;umol/l;humid;60.627;deg;26052;uV;12.316;°C;964.840;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39718;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.060;V;
05-Apr-2017;09:29:19;DAVID         ;92106     ;B_16;7175.88;min;1.186;umol/l;humid;60.603;deg;18822;uV;12.361;°C;964.890;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39706;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.052;V;
07-Apr-2017;11:21:22;DAVID         ;92106     ;B_16;10167.93;min;38.237;umol/l;humid;49.725;deg;17095;uV;16.997;°C;966.960;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39903;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.040;V;
07-Apr-2017;11:21:36;DAVID         ;69674     ;B_03;10168.17;min;1.934;umol/l;humid;59.905;deg;19889;uV;17.057;°C;967.010;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39904;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.038;V;
07-Apr-2017;11:21:50;DAVID         ;69676     ;B_02;10168.40;min;29.276;umol/l;humid;51.689;deg;19063;uV;17.125;°C;966.980;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39895;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.033;V;
